timestamp,heart_rate,spo2,label,predicted_label
2025-07-01 00:54:00,80.2,99.3,Normal,Normal
2025-07-01 00:55:00,79.7,100.0,Normal,Normal
2025-07-01 00:56:00,107.8,90.5,Anomaly,Anomaly
2025-07-01 00:57:00,73.5,98.8,Normal,Normal
2025-07-01 00:58:00,76.7,98.5,Normal,Normal
2025-07-01 00:59:00,79.9,97.9,Normal,Normal
2025-07-01 01:00:00,72.6,98.2,Normal,Normal
2025-07-01 01:01:00,74.1,96.2,Normal,Normal
2025-07-01 01:02:00,69.5,95.8,Normal,Normal
2025-07-01 01:03:00,69.0,97.0,Normal,Normal
2025-07-01 01:04:00,79.1,96.7,Normal,Normal
2025-07-01 01:05:00,81.8,96.3,Normal,Normal
2025-07-01 01:06:00,74.6,98.0,Normal,Normal
2025-07-01 01:07:00,80.0,98.4,Normal,Normal
2025-07-01 01:08:00,76.8,97.1,Normal,Normal
2025-07-01 01:09:00,71.8,99.2,Normal,Normal
2025-07-01 01:10:00,76.8,95.3,Normal,Normal
2025-07-01 01:11:00,82.7,96.7,Normal,Normal
2025-07-01 01:12:00,74.8,95.9,Normal,Normal
2025-07-01 01:13:00,82.8,94.2,Normal,Normal
2025-07-01 01:14:00,61.9,96.9,Normal,Normal
2025-07-01 01:15:00,79.1,96.8,Normal,Normal
2025-07-01 01:16:00,75.4,99.3,Normal,Normal
2025-07-01 01:17:00,73.5,97.9,Normal,Normal
2025-07-01 01:18:00,75.5,95.5,Normal,Normal
2025-07-01 01:19:00,65.1,99.8,Normal,Normal
2025-07-01 01:20:00,73.9,98.8,Normal,Normal
2025-07-01 01:21:00,76.8,97.9,Normal,Normal
2025-07-01 01:22:00,82.4,96.7,Normal,Normal
2025-07-01 01:23:00,72.4,95.6,Normal,Normal
2025-07-01 01:24:00,71.0,96.4,Normal,Normal
2025-07-01 01:25:00,72.5,98.6,Normal,Normal
2025-07-01 01:26:00,79.6,99.8,Normal,Normal
2025-07-01 01:27:00,76.6,99.3,Normal,Normal
2025-07-01 01:28:00,72.4,96.3,Normal,Normal
2025-07-01 01:29:00,77.6,95.3,Normal,Normal
2025-07-01 01:30:00,75.5,97.2,Normal,Normal
2025-07-01 01:31:00,79.8,94.3,Normal,Normal
2025-07-01 01:32:00,71.5,97.5,Normal,Normal
2025-07-01 01:33:00,73.4,96.8,Normal,Normal
2025-07-01 01:34:00,73.0,96.3,Normal,Normal
2025-07-01 01:35:00,67.7,94.6,Normal,Normal
2025-07-01 01:36:00,52.5,97.8,Anomaly,Anomaly
2025-07-01 01:37:00,76.3,96.2,Normal,Normal
2025-07-01 01:38:00,75.0,95.2,Normal,Normal
2025-07-01 01:39:00,73.8,92.7,Normal,Normal
2025-07-01 01:40:00,67.9,97.0,Normal,Normal
2025-07-01 01:41:00,72.9,99.7,Normal,Normal
2025-07-01 01:42:00,73.3,99.5,Normal,Normal
2025-07-01 01:43:00,71.0,96.3,Normal,Normal
2025-07-01 01:44:00,74.2,96.1,Normal,Normal
2025-07-01 01:45:00,77.0,97.7,Normal,Normal
2025-07-01 01:46:00,84.4,95.5,Normal,Normal
2025-07-01 01:47:00,75.9,97.5,Normal,Normal
2025-07-01 01:48:00,76.3,98.1,Normal,Normal
2025-07-01 01:49:00,74.6,98.8,Normal,Normal
2025-07-01 01:50:00,65.4,96.8,Normal,Normal
2025-07-01 01:51:00,74.9,96.7,Normal,Normal
2025-07-01 01:52:00,75.3,95.7,Normal,Normal
2025-07-01 01:53:00,87.3,95.8,Normal,Normal
2025-07-01 01:54:00,74.0,96.7,Normal,Normal
2025-07-01 01:55:00,76.5,97.6,Normal,Normal
2025-07-01 01:56:00,74.8,98.4,Normal,Normal
2025-07-01 01:57:00,69.2,95.8,Normal,Normal
2025-07-01 01:58:00,80.7,99.2,Normal,Normal
2025-07-01 01:59:00,78.8,96.6,Normal,Normal
2025-07-01 02:00:00,79.0,97.0,Normal,Normal
2025-07-01 02:01:00,70.5,95.9,Normal,Normal
2025-07-01 02:02:00,82.0,93.4,Normal,Normal
2025-07-01 02:03:00,68.0,98.3,Normal,Normal
2025-07-01 02:04:00,77.9,98.1,Normal,Normal
2025-07-01 02:05:00,86.0,96.6,Normal,Normal
2025-07-01 02:06:00,70.0,97.1,Normal,Normal
2025-07-01 02:07:00,72.2,97.8,Normal,Normal
2025-07-01 02:08:00,75.5,94.7,Normal,Normal
2025-07-01 02:09:00,72.5,96.2,Normal,Normal
2025-07-01 02:10:00,67.2,98.2,Normal,Normal
2025-07-01 02:11:00,75.3,95.1,Normal,Normal
2025-07-01 02:12:00,69.7,97.4,Normal,Normal
2025-07-01 02:13:00,77.4,95.0,Normal,Normal
2025-07-01 02:14:00,70.4,97.7,Normal,Normal
2025-07-01 02:15:00,82.7,96.9,Normal,Normal
2025-07-01 02:16:00,71.1,94.6,Normal,Normal
2025-07-01 02:17:00,73.4,98.7,Normal,Normal
2025-07-01 02:18:00,79.1,95.9,Normal,Normal
2025-07-01 02:19:00,68.8,95.8,Normal,Normal
2025-07-01 02:20:00,76.1,97.3,Normal,Normal
2025-07-01 02:21:00,81.5,98.7,Normal,Normal
2025-07-01 02:22:00,67.0,95.5,Normal,Normal
2025-07-01 02:23:00,75.9,97.1,Normal,Normal
2025-07-01 02:24:00,76.3,97.6,Normal,Normal
2025-07-01 02:25:00,78.9,98.0,Normal,Normal
2025-07-01 02:26:00,68.8,97.3,Normal,Normal
2025-07-01 02:27:00,68.4,96.4,Normal,Normal
2025-07-01 02:28:00,77.6,95.8,Normal,Normal
2025-07-01 02:29:00,76.5,97.1,Normal,Normal
2025-07-01 02:30:00,76.3,95.4,Normal,Normal
2025-07-01 02:31:00,76.7,92.6,Normal,Normal
2025-07-01 02:32:00,71.6,97.7,Normal,Normal
2025-07-01 02:33:00,76.2,98.4,Normal,Normal
2025-07-01 02:34:00,76.5,93.5,Normal,Normal
2025-07-01 02:35:00,71.4,95.5,Normal,Normal
2025-07-01 02:36:00,84.3,97.9,Normal,Normal
2025-07-01 02:37:00,77.4,100.1,Normal,Normal
2025-07-01 02:38:00,69.0,97.0,Normal,Normal
2025-07-01 02:39:00,78.3,95.9,Normal,Normal
2025-07-01 02:40:00,70.1,96.7,Normal,Normal
2025-07-01 02:41:00,78.9,99.1,Normal,Normal
2025-07-01 02:42:00,80.8,96.0,Normal,Normal
2025-07-01 02:43:00,70.9,95.8,Normal,Normal
2025-07-01 02:44:00,79.8,96.3,Normal,Normal
2025-07-01 02:45:00,77.1,95.6,Normal,Normal
2025-07-01 02:46:00,79.1,97.2,Normal,Normal
2025-07-01 02:47:00,84.5,99.4,Normal,Normal
2025-07-01 02:48:00,73.8,97.5,Normal,Normal
2025-07-01 02:49:00,71.2,96.6,Normal,Normal
2025-07-01 02:50:00,70.6,96.6,Normal,Normal
2025-07-01 02:51:00,70.9,94.7,Normal,Normal
2025-07-01 02:52:00,74.6,98.3,Normal,Normal
2025-07-01 02:53:00,76.7,96.9,Normal,Normal
2025-07-01 02:54:00,76.4,96.7,Normal,Normal
2025-07-01 02:55:00,79.1,101.8,Normal,Normal
2025-07-01 02:56:00,75.1,97.4,Normal,Normal
2025-07-01 02:57:00,82.3,95.9,Normal,Normal
2025-07-01 02:58:00,73.7,96.4,Normal,Normal
2025-07-01 02:59:00,88.6,98.7,Normal,Normal
2025-07-01 03:00:00,78.1,97.2,Normal,Normal
2025-07-01 03:01:00,70.7,94.8,Normal,Normal
2025-07-01 03:02:00,69.6,98.4,Normal,Normal
2025-07-01 03:03:00,77.4,96.0,Normal,Normal
2025-07-01 03:04:00,73.9,99.8,Normal,Normal
2025-07-01 03:05:00,78.6,98.6,Normal,Normal
2025-07-01 03:06:00,77.4,96.3,Normal,Normal
2025-07-01 03:07:00,74.6,98.9,Normal,Normal
2025-07-01 03:08:00,70.8,97.1,Normal,Normal
2025-07-01 03:09:00,67.4,98.3,Normal,Normal
2025-07-01 03:10:00,72.8,97.7,Normal,Normal
2025-07-01 03:11:00,79.3,95.7,Normal,Normal
2025-07-01 03:12:00,76.1,96.0,Normal,Normal
2025-07-01 03:13:00,68.8,98.5,Normal,Normal
2025-07-01 03:14:00,75.9,96.5,Normal,Normal
2025-07-01 03:15:00,76.9,96.4,Normal,Normal
2025-07-01 03:16:00,70.6,95.6,Normal,Normal
2025-07-01 03:17:00,75.8,97.6,Normal,Normal
2025-07-01 03:18:00,75.3,100.1,Normal,Normal
2025-07-01 03:19:00,69.3,95.4,Normal,Normal
2025-07-01 03:20:00,76.8,97.0,Normal,Normal
2025-07-01 03:21:00,48.8,99.1,Anomaly,Anomaly
2025-07-01 03:22:00,80.4,96.9,Normal,Normal
2025-07-01 03:23:00,80.3,97.7,Normal,Normal
2025-07-01 03:24:00,68.1,95.4,Normal,Normal
2025-07-01 03:25:00,70.3,97.6,Normal,Normal
2025-07-01 03:26:00,77.6,96.7,Normal,Normal
2025-07-01 03:27:00,77.6,98.5,Normal,Normal
2025-07-01 03:28:00,77.6,98.8,Normal,Normal
2025-07-01 03:29:00,94.3,100.9,Normal,Anomaly
2025-07-01 03:30:00,77.9,97.9,Normal,Normal
2025-07-01 03:31:00,80.7,97.5,Normal,Normal
2025-07-01 03:32:00,58.8,97.3,Anomaly,Normal
2025-07-01 03:33:00,78.3,96.5,Normal,Normal
2025-07-01 03:34:00,73.4,97.5,Normal,Normal
2025-07-01 03:35:00,78.8,96.6,Normal,Normal
2025-07-01 03:36:00,71.1,97.3,Normal,Normal
2025-07-01 03:37:00,73.8,99.0,Normal,Normal
2025-07-01 03:38:00,42.6,95.5,Anomaly,Anomaly
2025-07-01 03:39:00,75.4,98.7,Normal,Normal
2025-07-01 03:40:00,86.6,99.0,Normal,Normal
2025-07-01 03:41:00,65.7,96.8,Normal,Normal
2025-07-01 03:42:00,78.4,93.8,Normal,Normal
2025-07-01 03:43:00,66.9,96.1,Normal,Normal
2025-07-01 03:44:00,72.6,98.9,Normal,Normal
2025-07-01 03:45:00,80.4,97.0,Normal,Normal
2025-07-01 03:46:00,75.3,95.5,Normal,Normal
2025-07-01 03:47:00,69.6,96.2,Normal,Normal
2025-07-01 03:48:00,71.4,98.3,Normal,Normal
2025-07-01 03:49:00,78.4,97.8,Normal,Normal
2025-07-01 03:50:00,71.3,96.6,Normal,Normal
2025-07-01 03:51:00,76.1,96.4,Normal,Normal
2025-07-01 03:52:00,75.2,96.4,Normal,Normal
2025-07-01 03:53:00,71.7,95.6,Normal,Normal
2025-07-01 03:54:00,85.7,99.4,Normal,Normal
2025-07-01 03:55:00,78.2,96.5,Normal,Normal
2025-07-01 03:56:00,64.9,98.8,Normal,Normal
2025-07-01 03:57:00,75.9,99.3,Normal,Normal
2025-07-01 03:58:00,71.7,98.5,Normal,Normal
2025-07-01 03:59:00,79.3,96.4,Normal,Normal
2025-07-01 04:00:00,71.0,97.6,Normal,Normal
2025-07-01 04:01:00,74.4,97.0,Normal,Normal
2025-07-01 04:02:00,77.5,95.6,Normal,Normal
2025-07-01 04:03:00,79.3,97.5,Normal,Normal
2025-07-01 04:04:00,69.0,95.2,Normal,Normal
2025-07-01 04:05:00,73.3,98.8,Normal,Normal
2025-07-01 04:06:00,72.6,96.3,Normal,Normal
2025-07-01 04:07:00,129.7,90.7,Anomaly,Anomaly
2025-07-01 04:08:00,83.8,97.4,Normal,Normal
2025-07-01 04:09:00,77.0,96.6,Normal,Normal
2025-07-01 04:10:00,68.7,97.9,Normal,Normal
2025-07-01 04:11:00,79.6,96.3,Normal,Normal
2025-07-01 04:12:00,85.6,98.3,Normal,Normal
2025-07-01 04:13:00,80.2,95.0,Normal,Normal
2025-07-01 04:14:00,67.4,97.2,Normal,Normal
2025-07-01 04:15:00,72.6,99.9,Normal,Normal
2025-07-01 04:16:00,81.3,95.5,Normal,Normal
2025-07-01 04:17:00,71.5,96.0,Normal,Normal
2025-07-01 04:18:00,77.2,97.8,Normal,Normal
2025-07-01 04:19:00,78.9,97.3,Normal,Normal
2025-07-01 04:20:00,101.4,91.5,Anomaly,Anomaly
2025-07-01 04:21:00,74.7,97.7,Normal,Normal
2025-07-01 04:22:00,58.8,98.0,Normal,Normal
2025-07-01 04:23:00,103.9,92.6,Anomaly,Anomaly
2025-07-01 04:24:00,73.7,97.6,Normal,Normal
2025-07-01 04:25:00,68.8,96.6,Normal,Normal
2025-07-01 04:26:00,83.2,98.0,Normal,Normal
2025-07-01 04:27:00,67.8,99.8,Normal,Normal
2025-07-01 04:28:00,72.8,96.8,Normal,Normal
2025-07-01 04:29:00,75.7,95.5,Normal,Normal
2025-07-01 04:30:00,82.2,98.7,Normal,Normal
2025-07-01 04:31:00,67.8,96.8,Normal,Normal
2025-07-01 04:32:00,80.8,93.7,Normal,Normal
2025-07-01 04:33:00,75.1,98.3,Normal,Normal
2025-07-01 04:34:00,70.1,96.2,Normal,Normal
2025-07-01 04:35:00,77.3,96.9,Normal,Normal
2025-07-01 04:36:00,76.0,97.5,Normal,Normal
2025-07-01 04:37:00,72.0,97.3,Normal,Normal
2025-07-01 04:38:00,75.3,98.1,Normal,Normal
2025-07-01 04:39:00,73.1,96.3,Normal,Normal
2025-07-01 04:40:00,75.6,97.8,Normal,Normal
2025-07-01 04:41:00,78.3,96.6,Normal,Normal
2025-07-01 04:42:00,82.9,98.1,Normal,Normal
2025-07-01 04:43:00,68.8,97.9,Normal,Normal
2025-07-01 04:44:00,85.7,95.6,Normal,Normal
2025-07-01 04:45:00,65.2,98.6,Normal,Normal
2025-07-01 04:46:00,74.2,96.2,Normal,Normal
2025-07-01 04:47:00,77.9,98.2,Normal,Normal
2025-07-01 04:48:00,76.4,97.6,Normal,Normal
2025-07-01 04:49:00,71.9,99.8,Normal,Normal
2025-07-01 04:50:00,74.0,96.7,Normal,Normal
2025-07-01 04:51:00,72.5,96.5,Normal,Normal
2025-07-01 04:52:00,72.1,97.0,Normal,Normal
2025-07-01 04:53:00,79.2,96.5,Normal,Normal
2025-07-01 04:54:00,76.8,98.2,Normal,Normal
2025-07-01 04:55:00,71.5,94.6,Normal,Normal
2025-07-01 04:56:00,79.5,95.4,Normal,Normal
2025-07-01 04:57:00,76.5,95.4,Normal,Normal
2025-07-01 04:58:00,79.1,98.4,Normal,Normal
2025-07-01 04:59:00,78.1,99.6,Normal,Normal
2025-07-01 05:00:00,70.9,96.8,Normal,Normal
2025-07-01 05:01:00,72.2,96.7,Normal,Normal
2025-07-01 05:02:00,78.7,97.1,Normal,Normal
2025-07-01 05:03:00,78.1,98.7,Normal,Normal
2025-07-01 05:04:00,74.9,95.6,Normal,Normal
2025-07-01 05:05:00,75.6,97.4,Normal,Normal
2025-07-01 05:06:00,81.4,98.5,Normal,Normal
2025-07-01 05:07:00,72.0,97.8,Normal,Normal
2025-07-01 05:08:00,77.7,97.3,Normal,Normal
2025-07-01 05:09:00,74.0,98.5,Normal,Normal
2025-07-01 05:10:00,73.9,92.9,Normal,Normal
2025-07-01 05:11:00,80.5,98.0,Normal,Normal
2025-07-01 05:12:00,79.1,96.0,Normal,Normal
2025-07-01 05:13:00,79.1,94.3,Normal,Normal
2025-07-01 05:14:00,81.5,97.8,Normal,Normal
2025-07-01 05:15:00,75.1,99.1,Normal,Normal
2025-07-01 05:16:00,78.4,96.8,Normal,Normal
2025-07-01 05:17:00,73.4,98.4,Normal,Normal
2025-07-01 05:18:00,76.6,99.4,Normal,Normal
2025-07-01 05:19:00,74.3,99.0,Normal,Normal
2025-07-01 05:20:00,75.5,99.5,Normal,Normal
2025-07-01 05:21:00,78.0,98.1,Normal,Normal
2025-07-01 05:22:00,70.9,97.1,Normal,Normal
2025-07-01 05:23:00,85.5,94.6,Normal,Normal
2025-07-01 05:24:00,70.0,96.6,Normal,Normal
2025-07-01 05:25:00,68.9,95.7,Normal,Normal
2025-07-01 05:26:00,80.8,100.3,Normal,Normal
2025-07-01 05:27:00,79.0,96.7,Normal,Normal
2025-07-01 05:28:00,78.1,97.2,Normal,Normal
2025-07-01 05:29:00,78.1,97.8,Normal,Normal
2025-07-01 05:30:00,74.9,97.1,Normal,Normal
2025-07-01 05:31:00,70.5,99.5,Normal,Normal
2025-07-01 05:32:00,75.4,96.1,Normal,Normal
2025-07-01 05:33:00,71.6,97.3,Normal,Normal
2025-07-01 05:34:00,79.9,95.9,Normal,Normal
2025-07-01 05:35:00,74.3,95.0,Normal,Normal
2025-07-01 05:36:00,70.9,96.1,Normal,Normal
2025-07-01 05:37:00,73.4,96.9,Normal,Normal
2025-07-01 05:38:00,77.1,96.4,Normal,Normal
2025-07-01 05:39:00,72.2,96.0,Normal,Normal
2025-07-01 05:40:00,70.9,94.9,Normal,Normal
2025-07-01 05:41:00,76.2,96.9,Normal,Normal
2025-07-01 05:42:00,76.2,94.7,Normal,Normal
2025-07-01 05:43:00,72.5,98.1,Normal,Normal
2025-07-01 05:44:00,72.6,97.1,Normal,Normal
2025-07-01 05:45:00,76.2,94.8,Normal,Normal
2025-07-01 05:46:00,67.8,96.5,Normal,Normal
2025-07-01 05:47:00,68.0,95.9,Normal,Normal
2025-07-01 05:48:00,71.4,97.5,Normal,Normal
2025-07-01 05:49:00,73.9,99.0,Normal,Normal
2025-07-01 05:50:00,76.6,94.2,Normal,Normal
2025-07-01 05:51:00,82.4,97.2,Normal,Normal
2025-07-01 05:52:00,47.3,96.8,Anomaly,Anomaly
2025-07-01 05:53:00,74.2,98.0,Normal,Normal
2025-07-01 05:54:00,74.9,97.3,Normal,Normal
2025-07-01 05:55:00,70.0,95.9,Normal,Normal
2025-07-01 05:56:00,74.9,96.5,Normal,Normal
2025-07-01 05:57:00,73.6,95.8,Normal,Normal
2025-07-01 05:58:00,76.6,98.6,Normal,Normal
2025-07-01 05:59:00,70.9,97.0,Normal,Normal
2025-07-01 06:00:00,77.6,99.9,Normal,Normal
2025-07-01 06:01:00,82.7,96.9,Normal,Normal
2025-07-01 06:02:00,74.5,95.9,Normal,Normal
2025-07-01 06:03:00,77.0,94.7,Normal,Normal
2025-07-01 06:04:00,78.5,94.3,Normal,Normal
2025-07-01 06:05:00,73.0,94.6,Normal,Normal
2025-07-01 06:06:00,76.1,97.4,Normal,Normal
2025-07-01 06:07:00,75.1,97.8,Normal,Normal
2025-07-01 06:08:00,75.5,94.6,Normal,Normal
2025-07-01 06:09:00,71.1,98.3,Normal,Normal
2025-07-01 06:10:00,75.1,96.3,Normal,Normal
2025-07-01 06:11:00,77.5,97.2,Normal,Normal
2025-07-01 06:12:00,82.3,99.4,Normal,Normal
2025-07-01 06:13:00,79.8,98.3,Normal,Normal
2025-07-01 06:14:00,85.8,96.6,Normal,Normal
2025-07-01 06:15:00,71.2,95.7,Normal,Normal
2025-07-01 06:16:00,79.4,93.8,Normal,Normal
2025-07-01 06:17:00,75.9,95.9,Normal,Normal
2025-07-01 06:18:00,85.9,96.7,Normal,Normal
2025-07-01 06:19:00,71.0,95.5,Normal,Normal
2025-07-01 06:20:00,70.8,96.8,Normal,Normal
2025-07-01 06:21:00,72.0,97.1,Normal,Normal
2025-07-01 06:22:00,64.4,96.7,Normal,Normal
2025-07-01 06:23:00,72.4,96.0,Normal,Normal
2025-07-01 06:24:00,71.2,97.3,Normal,Normal
2025-07-01 06:25:00,75.8,97.7,Normal,Normal
2025-07-01 06:26:00,76.7,95.4,Normal,Normal
2025-07-01 06:27:00,84.4,99.1,Normal,Normal
2025-07-01 06:28:00,79.8,96.9,Normal,Normal
2025-07-01 06:29:00,72.1,97.0,Normal,Normal
2025-07-01 06:30:00,70.5,98.1,Normal,Normal
2025-07-01 06:31:00,77.5,97.3,Normal,Normal
2025-07-01 06:32:00,68.4,98.4,Normal,Normal
2025-07-01 06:33:00,84.2,97.4,Normal,Normal
2025-07-01 06:34:00,80.9,96.1,Normal,Normal
2025-07-01 06:35:00,72.7,97.5,Normal,Normal
2025-07-01 06:36:00,66.4,95.3,Normal,Normal
2025-07-01 06:37:00,81.8,97.2,Normal,Normal
2025-07-01 06:38:00,74.4,97.0,Normal,Normal
2025-07-01 06:39:00,81.2,96.7,Normal,Normal
2025-07-01 06:40:00,67.0,96.8,Normal,Normal
2025-07-01 06:41:00,72.0,94.2,Normal,Normal
2025-07-01 06:42:00,75.0,96.2,Normal,Normal
2025-07-01 06:43:00,75.2,97.1,Normal,Normal
2025-07-01 06:44:00,72.7,97.2,Normal,Normal
2025-07-01 06:45:00,78.1,95.5,Normal,Normal
2025-07-01 06:46:00,69.7,98.9,Normal,Normal
2025-07-01 06:47:00,74.3,95.7,Normal,Normal
2025-07-01 06:48:00,75.6,98.5,Normal,Normal
2025-07-01 06:49:00,77.6,97.6,Normal,Normal
2025-07-01 06:50:00,78.6,96.0,Normal,Normal
2025-07-01 06:51:00,69.4,99.7,Normal,Normal
2025-07-01 06:52:00,67.3,95.2,Normal,Normal
2025-07-01 06:53:00,81.4,98.4,Normal,Normal
2025-07-01 06:54:00,76.7,98.5,Normal,Normal
2025-07-01 06:55:00,71.3,96.0,Normal,Normal
2025-07-01 06:56:00,82.8,99.1,Normal,Normal
2025-07-01 06:57:00,75.6,96.6,Normal,Normal
2025-07-01 06:58:00,80.9,97.4,Normal,Normal
2025-07-01 06:59:00,75.3,97.4,Normal,Normal
2025-07-01 07:00:00,85.3,96.8,Normal,Normal
2025-07-01 07:01:00,83.8,98.2,Normal,Normal
2025-07-01 07:02:00,73.8,98.2,Normal,Normal
2025-07-01 07:03:00,79.9,94.4,Normal,Normal
2025-07-01 07:04:00,124.2,91.9,Anomaly,Anomaly
2025-07-01 07:05:00,81.8,94.5,Normal,Normal
2025-07-01 07:06:00,70.2,98.5,Normal,Normal
2025-07-01 07:07:00,78.4,98.7,Normal,Normal
2025-07-01 07:08:00,80.3,95.4,Normal,Normal
2025-07-01 07:09:00,66.2,96.4,Normal,Normal
2025-07-01 07:10:00,69.1,95.3,Normal,Normal
2025-07-01 07:11:00,64.8,96.7,Normal,Normal
2025-07-01 07:12:00,73.7,96.5,Normal,Normal
2025-07-01 07:13:00,78.6,98.2,Normal,Normal
2025-07-01 07:14:00,82.5,99.0,Normal,Normal
2025-07-01 07:15:00,75.4,99.1,Normal,Normal
2025-07-01 07:16:00,83.1,96.2,Normal,Normal
2025-07-01 07:17:00,68.1,96.7,Normal,Normal
2025-07-01 07:18:00,66.5,94.5,Normal,Normal
2025-07-01 07:19:00,74.7,95.8,Normal,Normal
2025-07-01 07:20:00,76.9,98.4,Normal,Normal
2025-07-01 07:21:00,74.8,99.4,Normal,Normal
2025-07-01 07:22:00,64.7,95.1,Normal,Normal
2025-07-01 07:23:00,74.6,96.1,Normal,Normal
2025-07-01 07:24:00,68.5,97.0,Normal,Normal
2025-07-01 07:25:00,78.3,97.4,Normal,Normal
2025-07-01 07:26:00,76.8,95.8,Normal,Normal
2025-07-01 07:27:00,70.3,97.6,Normal,Normal
2025-07-01 07:28:00,72.4,96.3,Normal,Normal
2025-07-01 07:29:00,69.7,97.0,Normal,Normal
2025-07-01 07:30:00,74.7,97.8,Normal,Normal
2025-07-01 07:31:00,79.8,97.0,Normal,Normal
2025-07-01 07:32:00,70.1,96.3,Normal,Normal
2025-07-01 07:33:00,77.5,96.8,Normal,Normal
2025-07-01 07:34:00,72.3,96.9,Normal,Normal
2025-07-01 07:35:00,71.0,96.4,Normal,Normal
2025-07-01 07:36:00,74.5,96.6,Normal,Normal
2025-07-01 07:37:00,69.8,99.4,Normal,Normal
2025-07-01 07:38:00,72.2,97.8,Normal,Normal
2025-07-01 07:39:00,69.0,96.6,Normal,Normal
2025-07-01 07:40:00,84.8,98.0,Normal,Normal
2025-07-01 07:41:00,75.2,96.5,Normal,Normal
2025-07-01 07:42:00,71.5,98.8,Normal,Normal
2025-07-01 07:43:00,76.1,97.6,Normal,Normal
2025-07-01 07:44:00,74.4,96.8,Normal,Normal
2025-07-01 07:45:00,73.9,97.7,Normal,Normal
2025-07-01 07:46:00,78.1,94.6,Normal,Normal
2025-07-01 07:47:00,78.8,95.3,Normal,Normal
2025-07-01 07:48:00,72.3,95.2,Normal,Normal
2025-07-01 07:49:00,72.1,97.2,Normal,Normal
2025-07-01 07:50:00,73.6,99.6,Normal,Normal
2025-07-01 07:51:00,63.5,100.3,Normal,Normal
2025-07-01 07:52:00,67.4,98.0,Normal,Normal
2025-07-01 07:53:00,81.8,97.8,Normal,Normal
2025-07-01 07:54:00,83.2,94.3,Normal,Normal
2025-07-01 07:55:00,73.8,96.2,Normal,Normal
2025-07-01 07:56:00,77.9,95.8,Normal,Normal
2025-07-01 07:57:00,76.6,96.1,Normal,Normal
2025-07-01 07:58:00,90.4,96.7,Normal,Normal
